Age,Gender,Education Level,Job Title,experience,Salary,test_score,interview_score
29,Female,Bachelor's,Software Engineer,4,140000,96,69
34,Male,Bachelor's,Product Manager,9,185000,71,84
25,Female,Master's,Data Analyst,1,100000,72,62
33,Male,PhD,Data Scientist,8,190000,82,65
31,Female,Bachelor's,Software Engineer,6,155000,84,65
28,Male,Master's,Product Manager,3,130000,94,61
30,Female,Bachelor's,Data Analyst,5,145000,100,77
27,Male,PhD,Data Scientist,2,115000,89,82
29,Female,Bachelor's,Software Engineer,4,140000,76,61
34,Male,Bachelor's,Product Manager,9,185000,79,71
25,Female,Master's,Data Analyst,1,100000,84,81
33,Male,PhD,Data Scientist,8,190000,81,96
31,Female,Bachelor's,Software Engineer,6,155000,72,79
28,Male,Master's,Product Manager,3,130000,78,98
30,Female,Bachelor's,Data Analyst,5,145000,95,83
27,Male,PhD,Data Scientist,2,115000,71,79
29,Female,Bachelor's,Software Engineer,4,140000,100,60
34,Male,Bachelor's,Product Manager,9,185000,78,60
26,Male,Bachelor's,Data Analyst,3,130000,71,76
29,Female,Master's,Data Scientist,6,180000,68,60
32,Male,Bachelor's,Software Engineer,8,190000,66,89
27,Female,Bachelor's,Product Manager,4,150000,87,100
24,Male,Bachelor's,Data Analyst,1,90000,73,62
31,Female,Master's,Data Scientist,9,195000,90,70
28,Male,Bachelor's,Software Engineer,5,160000,78,83
33,Female,Master's,Product Manager,11,198000,75,81
25,Male,Bachelor's,Data Analyst,2,110000,64,85
30,Female,PhD,Data Scientist,7,185000,94,72
27,Male,Bachelor's,Software Engineer,4,140000,71,60
34,Female,Master's,Product Manager,12,196000,84,83
23,Male,Bachelor's,Data Analyst,1,95000,80,69
32,Female,PhD,Data Scientist,10,193000,95,94
29,Male,Bachelor's,Software Engineer,6,175000,82,83
30,Female,Bachelor's,Product Manager,5,160000,75,87
26,Male,Bachelor's,Data Analyst,3,130000,98,95
31,Female,Master's,Data Scientist,6,180000,98,75
28,Male,Bachelor's,Software Engineer,5,160000,73,99
33,Female,Master's,Product Manager,11,198000,90,75
24,Male,Bachelor's,Data Analyst,1,90000,64,76
30,Female,PhD,Data Scientist,7,185000,94,74
27,Male,Bachelor's,Software Engineer,4,140000,82,75
34,Female,Master's,Product Manager,12,196000,88,74
25,Male,Bachelor's,Data Analyst,2,110000,70,93
29,Female,Master's,Data Scientist,6,180000,77,70
32,Male,Bachelor's,Software Engineer,8,190000,71,60
27,Female,Bachelor's,Product Manager,4,150000,68,74
31,Male,Bachelor's,Data Analyst,9,195000,69,85
28,Female,Bachelor's,Software Engineer,5,160000,76,63
33,Male,Master's,Product Manager,11,198000,97,64
26,Female,Bachelor's,Data Analyst,3,130000,66,94
30,Male,PhD,Data Scientist,7,185000,72,72
27,Female,Bachelor's,Software Engineer,4,140000,99,69
34,Male,Master's,Product Manager,12,196000,68,70
25,Female,Bachelor's,Data Analyst,2,110000,86,77
32,Male,Bachelor's,Software Engineer,8,190000,61,93
29,Female,Master's,Data Scientist,6,180000,64,98
30,Male,Bachelor's,Data Analyst,5,160000,88,100
33,Female,Master's,Product Manager,11,198000,96,82
24,Male,Bachelor's,Data Analyst,1,90000,97,66
31,Female,PhD,Data Scientist,9,195000,78,98
28,Male,Bachelor's,Software Engineer,5,160000,67,62
27,Female,Bachelor's,Product Manager,4,150000,60,71
26,Male,Bachelor's,Data Analyst,3,130000,81,66
29,Female,Master's,Data Scientist,6,180000,76,85
32,Male,Bachelor's,Software Engineer,8,190000,66,92
33,Female,Master's,Product Manager,11,198000,84,96
25,Male,Bachelor's,Data Analyst,2,110000,63,74
30,Female,PhD,Data Scientist,7,185000,95,61
27,Male,Bachelor's,Software Engineer,4,140000,65,100
34,Female,Master's,Product Manager,12,196000,90,66
31,Male,Bachelor's,Data Analyst,9,195000,78,91
28,Female,Bachelor's,Software Engineer,5,160000,98,63
26,Male,Bachelor's,Data Analyst,3,130000,86,79
29,Female,Master's,Data Scientist,6,180000,69,95
32,Male,Bachelor's,Software Engineer,8,190000,85,91
33,Female,Master's,Product Manager,11,198000,78,87
24,Male,Bachelor's,Data Analyst,1,90000,98,72
27,Male,Bachelor's,Software Engineer,4,140000,62,60
25,Female,Bachelor's,Data Analyst,2,110000,72,94
30,Female,PhD,Data Scientist,7,185000,87,89
31,Male,Bachelor's,Data Analyst,9,195000,79,95
28,Female,Bachelor's,Software Engineer,5,160000,87,84
26,Male,Bachelor's,Data Analyst,3,130000,67,75
29,Female,Master's,Data Scientist,6,180000,100,78
32,Male,Bachelor's,Software Engineer,8,190000,98,60
33,Female,Master's,Product Manager,11,198000,60,64
24,Male,Bachelor's,Data Analyst,1,90000,62,81
27,Male,Bachelor's,Software Engineer,4,140000,72,83
25,Female,Bachelor's,Data Analyst,2,110000,87,96
30,Female,PhD,Data Scientist,7,185000,84,95
31,Male,Bachelor's,Data Analyst,9,195000,92,95
28,Female,Bachelor's,Software Engineer,5,160000,97,63
26,Male,Bachelor's,Data Analyst,3,130000,65,95
29,Female,Master's,Data Scientist,6,180000,91,77
32,Male,Bachelor's,Software Engineer,8,190000,80,75
33,Female,Master's,Product Manager,11,198000,75,100
24,Male,Bachelor's,Data Analyst,1,90000,80,77
27,Male,Bachelor's,Software Engineer,4,140000,70,81
25,Female,Bachelor's,Data Analyst,2,110000,96,61
30,Female,PhD,Data Scientist,7,185000,95,80
31,Male,Bachelor's,Data Analyst,9,195000,94,95
28,Female,Bachelor's,Software Engineer,5,160000,78,98
26,Male,Bachelor's,Data Analyst,3,130000,79,98
29,Female,Master's,Data Scientist,6,180000,77,88
32,Male,Bachelor's,Software Engineer,8,190000,100,85
33,Female,Master's,Product Manager,11,198000,73,80
24,Male,Bachelor's,Data Analyst,1,90000,74,76
27,Male,Bachelor's,Software Engineer,4,140000,90,75
25,Male,Bachelor's,Data Analyst,2,125000,60,90
28,Female,Master's,Data Scientist,6,175000,62,68
30,Male,Bachelor's,Software Engineer,8,190000,75,90
27,Female,Bachelor's,Product Manager,4,150000,82,73
24,Male,Bachelor's,Data Analyst,1,95000,70,96
31,Male,Master's,Data Scientist,9,195000,71,61
28,Male,Bachelor's,Software Engineer,5,160000,69,73
33,Female,Master's,Product Manager,11,198000,91,92
26,Male,Bachelor's,Data Analyst,3,130000,75,94
30,Female,PhD,Data Scientist,7,185000,67,98
27,Male,Bachelor's,Software Engineer,4,140000,97,79
34,Female,Master's,Product Manager,12,196000,71,61
23,Male,Bachelor's,Data Analyst,1,90000,83,100
32,Female,PhD,Data Scientist,10,193000,87,78
29,Male,Bachelor's,Software Engineer,6,170000,67,96
30,Female,Bachelor's,Product Manager,5,160000,87,77
26,Male,Bachelor's,Data Analyst,3,135000,95,75
31,Female,Master's,Data Scientist,6,180000,85,63
28,Male,Bachelor's,Software Engineer,5,160000,67,71
33,Female,Master's,Product Manager,11,198000,87,88
24,Male,Bachelor's,Data Analyst,1,90000,87,66
30,Female,PhD,Data Scientist,7,185000,96,73
27,Male,Bachelor's,Software Engineer,4,140000,100,71
34,Female,Master's,Product Manager,12,196000,95,94
25,Male,Bachelor's,Data Analyst,2,115000,86,64
29,Female,Master's,Data Scientist,6,180000,76,76
32,Male,Bachelor's,Software Engineer,8,190000,68,91
27,Female,Bachelor's,Product Manager,4,150000,92,69
31,Male,Bachelor's,Data Analyst,9,195000,79,76
28,Female,Bachelor's,Software Engineer,5,160000,72,64
33,Male,Master's,Product Manager,11,198000,87,68
26,Female,Bachelor's,Data Analyst,3,130000,88,92
30,Male,PhD,Data Scientist,7,185000,72,95
27,Female,Bachelor's,Software Engineer,4,140000,94,95
34,Male,Master's,Product Manager,12,196000,65,77
25,Female,Bachelor's,Data Analyst,2,110000,77,68
32,Male,Bachelor's,Software Engineer,8,190000,64,88
29,Female,Master's,Data Scientist,6,180000,84,73
30,Male,Bachelor's,Data Analyst,5,160000,61,84
33,Female,Master's,Product Manager,11,198000,69,74
24,Male,Bachelor's,Data Analyst,1,90000,89,65
31,Female,PhD,Data Scientist,9,195000,64,88
28,Male,Bachelor's,Software Engineer,5,160000,92,74
27,Female,Bachelor's,Product Manager,4,150000,60,88
26,Male,Bachelor's,Data Analyst,3,130000,77,63
29,Female,Master's,Data Scientist,6,180000,91,77
32,Male,Bachelor's,Software Engineer,8,190000,70,98
33,Female,Master's,Product Manager,11,198000,80,75
25,Male,Bachelor's,Data Analyst,2,110000,85,70
30,Female,PhD,Data Scientist,7,185000,84,73
27,Male,Bachelor's,Software Engineer,4,140000,81,62
34,Female,Master's,Product Manager,12,196000,86,97
31,Male,Bachelor's,Data Analyst,9,195000,72,77
28,Female,Bachelor's,Software Engineer,5,160000,92,79
26,Male,Bachelor's,Data Analyst,3,130000,93,84
29,Female,Master's,Data Scientist,6,180000,100,97
32,Male,Bachelor's,Software Engineer,8,190000,94,72
33,Female,Master's,Product Manager,11,198000,60,63
24,Male,Bachelor's,Data Analyst,1,90000,80,73
27,Male,Bachelor's,Software Engineer,4,140000,65,92
25,Female,Bachelor's,Data Analyst,2,110000,87,87
30,Female,PhD,Data Scientist,7,185000,76,96
31,Male,Bachelor's,Data Analyst,9,195000,64,67
28,Female,Bachelor's,Software Engineer,5,160000,90,93
26,Male,Bachelor's,Data Analyst,3,130000,64,64
29,Female,Master's,Data Scientist,6,180000,97,64
32,Male,Bachelor's,Software Engineer,8,190000,62,90
33,Female,Master's,Product Manager,11,198000,82,68
24,Male,Bachelor's,Data Analyst,1,90000,96,91
27,Male,Bachelor's,Software Engineer,4,140000,96,92
25,Female,Bachelor's,Data Analyst,2,110000,69,62
30,Female,PhD,Data Scientist,7,185000,69,89
31,Male,Bachelor's,Data Analyst,9,195000,78,71
28,Female,Bachelor's,Software Engineer,5,160000,76,88
26,Male,Bachelor's,Data Analyst,3,130000,80,62
29,Female,Master's,Data Scientist,6,180000,73,85
32,Male,Bachelor's,Software Engineer,8,190000,68,89
33,Female,Master's,Product Manager,11,198000,60,68
24,Male,Bachelor's,Data Analyst,1,90000,72,85
27,Male,Bachelor's,Software Engineer,4,140000,63,61
23,Male,Bachelor's,Data Analyst,1,90000,60,62
27,Female,Master's,Data Scientist,4,150000,99,63
32,Male,Bachelor's,Software Engineer,8,190000,91,84
24,Female,Bachelor's,Product Manager,3,125000,93,72
25,Male,Bachelor's,Data Analyst,2,110000,87,98
31,Male,Master's,Data Scientist,7,180000,90,94
28,Male,Bachelor's,Software Engineer,5,160000,67,82
33,Female,Master's,Product Manager,10,195000,98,68
26,Male,Bachelor's,Data Analyst,3,130000,85,61
30,Female,PhD,Data Scientist,6,170000,93,100
27,Male,Bachelor's,Software Engineer,4,140000,62,90
34,Female,Master's,Product Manager,11,196000,71,61
23,Male,Bachelor's,Data Analyst,1,92000,60,91
32,Female,PhD,Data Scientist,9,195000,64,77
29,Male,Bachelor's,Software Engineer,6,170000,89,72
30,Female,Bachelor's,Product Manager,5,160000,89,64
26,Male,Bachelor's,Data Analyst,3,135000,76,69
31,Female,Master's,Data Scientist,6,180000,82,84
28,Male,Bachelor's,Software Engineer,5,165000,74,93
33,Female,Master's,Product Manager,11,198000,96,96
24,Male,Bachelor's,Data Analyst,1,95000,80,89
30,Female,PhD,Data Scientist,7,185000,73,66
27,Male,Bachelor's,Software Engineer,4,140000,61,65
34,Female,Master's,Product Manager,12,196000,70,62
25,Male,Bachelor's,Data Analyst,2,115000,98,72
29,Female,Master's,Data Scientist,6,180000,97,62
32,Male,Bachelor's,Software Engineer,8,190000,93,85
27,Female,Bachelor's,Product Manager,4,150000,97,83
31,Male,Bachelor's,Data Analyst,9,195000,93,65
28,Female,Bachelor's,Software Engineer,5,160000,77,71
33,Male,Master's,Product Manager,11,198000,89,95
26,Female,Bachelor's,Data Analyst,3,130000,74,61
30,Male,PhD,Data Scientist,7,185000,86,70
27,Female,Bachelor's,Software Engineer,4,140000,93,98
34,Male,Master's,Product Manager,12,196000,97,93
25,Female,Bachelor's,Data Analyst,2,110000,92,85
32,Male,Bachelor's,Software Engineer,8,190000,83,77
29,Female,Master's,Data Scientist,6,180000,74,80
30,Male,Bachelor's,Data Analyst,5,160000,89,95
33,Female,Master's,Product Manager,11,198000,76,99
24,Male,Bachelor's,Data Analyst,1,90000,64,81
31,Female,PhD,Data Scientist,9,195000,88,89
28,Male,Bachelor's,Software Engineer,5,160000,63,89
27,Female,Bachelor's,Product Manager,4,150000,69,67
26,Male,Bachelor's,Data Analyst,3,130000,76,93
29,Female,Master's,Data Scientist,6,180000,69,68
32,Male,Bachelor's,Software Engineer,8,190000,76,79
33,Female,Master's,Product Manager,11,198000,79,99
25,Male,Bachelor's,Data Analyst,2,110000,83,84
30,Female,PhD,Data Scientist,7,185000,64,78
27,Male,Bachelor's,Software Engineer,4,140000,93,64
34,Female,Master's,Product Manager,12,196000,65,70
31,Male,Bachelor's,Data Analyst,9,195000,61,74
28,Female,Bachelor's,Software Engineer,5,160000,72,67
26,Male,Bachelor's,Data Analyst,3,130000,70,78
29,Female,Master's,Data Scientist,6,180000,82,82
32,Male,Bachelor's,Software Engineer,8,190000,75,86
33,Female,Master's,Product Manager,11,198000,90,99
24,Male,Bachelor's,Data Analyst,1,90000,70,91
27,Male,Bachelor's,Software Engineer,4,140000,75,85
25,Female,Bachelor's,Data Analyst,2,110000,67,86
30,Female,PhD,Data Scientist,7,185000,63,78
31,Male,Bachelor's,Data Analyst,9,195000,99,88
28,Female,Bachelor's,Software Engineer,5,160000,63,98
26,Male,Bachelor's,Data Analyst,3,130000,84,100
29,Female,Master's,Data Scientist,6,180000,62,92
32,Male,Bachelor's,Software Engineer,8,190000,91,78
33,Female,Master's,Product Manager,11,198000,62,96
24,Male,Bachelor's,Data Analyst,1,90000,86,78
27,Male,Bachelor's,Software Engineer,4,140000,88,92
25,Female,Bachelor's,Data Analyst,2,110000,91,75
30,Female,PhD,Data Scientist,7,185000,78,82
31,Male,Bachelor's,Data Analyst,9,195000,80,66
28,Female,Bachelor's,Software Engineer,5,160000,64,85
26,Male,Bachelor's,Data Analyst,3,130000,77,91
29,Female,Master's,Data Scientist,6,180000,87,71
32,Male,Bachelor's,Software Engineer,8,190000,81,67
33,Female,Master's,Product Manager,11,198000,80,64
24,Male,Bachelor's,Data Analyst,1,90000,65,87
27,Male,Bachelor's,Software Engineer,4,140000,60,64
25,Female,Bachelor's,Data Analyst,2,110000,64,85
30,Female,PhD,Data Scientist,7,185000,100,64
31,Male,Bachelor's,Data Analyst,9,195000,71,81
28,Female,Bachelor's,Software Engineer,5,160000,85,74
26,Male,Bachelor's,Data Analyst,3,130000,93,72
29,Female,Master's,Data Scientist,6,180000,73,87
32,Male,Bachelor's,Software Engineer,8,190000,85,92
33,Female,Master's,Product Manager,11,198000,86,82
24,Male,Bachelor's,Data Analyst,1,90000,68,92
27,Male,Bachelor's,Software Engineer,4,140000,85,77
25,Female,Bachelor's,Data Analyst,2,110000,81,89
30,Female,PhD,Data Scientist,7,185000,89,85
31,Male,Bachelor's,Data Analyst,9,195000,76,75
28,Female,Bachelor's,Software Engineer,5,160000,85,72
26,Male,Bachelor's,Data Analyst,3,130000,95,98
29,Female,Master's,Data Scientist,6,180000,60,92
32,Male,Bachelor's,Software Engineer,8,190000,67,85
33,Female,Master's,Product Manager,11,198000,94,60
24,Male,Bachelor's,Data Analyst,1,90000,74,97
27,Male,Bachelor's,Software Engineer,4,140000,81,61
25,Female,Bachelor's,Data Analyst,2,110000,73,65
30,Female,PhD,Data Scientist,7,185000,85,97
31,Male,Bachelor's,Data Analyst,9,195000,87,83
28,Female,Bachelor's,Software Engineer,5,160000,82,77
26,Male,Bachelor's,Data Analyst,3,130000,73,86
29,Female,Master's,Data Scientist,6,180000,83,100
32,Male,Bachelor's,Software Engineer,8,190000,61,67
33,Female,Master's,Product Manager,11,198000,85,87
24,Male,Bachelor's,Data Analyst,1,90000,73,69
27,Male,Bachelor's,Software Engineer,4,140000,66,76
25,Female,Bachelor's,Data Analyst,2,110000,62,88
30,Female,PhD,Data Scientist,7,185000,82,65
31,Male,Bachelor's,Data Analyst,9,195000,77,73
28,Female,Bachelor's,Software Engineer,5,160000,97,81
26,Male,Bachelor's,Data Analyst,3,130000,94,65
29,Female,Master's,Data Scientist,6,180000,74,85
32,Male,Bachelor's,Software Engineer,8,190000,84,98
33,Female,Master's,Product Manager,11,198000,96,71
24,Male,Bachelor's,Data Analyst,1,90000,87,94
27,Male,Bachelor's,Software Engineer,4,140000,69,73
25,Female,Bachelor's,Data Analyst,2,110000,98,81
30,Female,PhD,Data Scientist,7,185000,76,82
31,Male,Bachelor's,Data Analyst,9,195000,98,66
28,Female,Bachelor's,Software Engineer,5,160000,81,99
26,Male,Bachelor's,Data Analyst,3,130000,85,84
29,Female,Master's,Data Scientist,6,180000,84,72
32,Male,Bachelor's,Software Engineer,8,190000,76,80
33,Female,Master's,Product Manager,11,198000,72,100
24,Male,Bachelor's,Data Analyst,1,90000,79,69
27,Male,Bachelor's,Software Engineer,4,140000,84,68
25,Female,Bachelor's,Data Analyst,2,110000,63,74
30,Female,PhD,Data Scientist,7,185000,69,61
31,Male,Bachelor's,Data Analyst,9,195000,62,84
28,Female,Bachelor's,Software Engineer,5,160000,100,72
25,Male,Bachelor's,Data Analyst,3,135000,77,93
32,Male,Bachelor's,Software Engineer,8,190000,95,93
29,Female,Master's,Data Scientist,6,180000,81,94
30,Male,Bachelor's,Data Analyst,5,160000,93,97
24,Male,Bachelor's,Data Analyst,1,95000,67,62
33,Female,Master's,Product Manager,11,196000,99,65
27,Male,Bachelor's,Software Engineer,4,140000,78,78
26,Male,Bachelor's,Data Analyst,3,130000,100,62
30,Female,PhD,Data Scientist,7,185000,96,77
31,Male,Bachelor's,Data Analyst,9,195000,65,98
28,Female,Bachelor's,Software Engineer,5,160000,85,68
26,Female,Bachelor's,Data Analyst,3,130000,93,71
30,Male,PhD,Data Scientist,7,185000,65,64
27,Female,Bachelor's,Product Manager,4,150000,96,62
24,Male,Bachelor's,Data Analyst,1,90000,92,70
33,Male,Master's,Product Manager,11,198000,81,89
25,Male,Bachelor's,Data Analyst,2,115000,80,63
28,Male,Bachelor's,Software Engineer,5,165000,65,64
26,Male,Bachelor's,Data Analyst,3,130000,65,60
29,Female,Master's,Data Scientist,6,180000,63,86
32,Male,Bachelor's,Software Engineer,8,190000,89,87
33,Female,Master's,Product Manager,11,198000,70,88
27,Male,Bachelor's,Software Engineer,4,140000,89,77
31,Female,Master's,Data Scientist,6,180000,90,71
30,Male,Bachelor's,Data Analyst,5,160000,83,72
24,Male,Bachelor's,Data Analyst,1,92000,68,100
28,Female,Bachelor's,Software Engineer,5,160000,62,61
26,Male,Bachelor's,Data Analyst,3,130000,90,96
32,Male,Bachelor's,Software Engineer,8,190000,99,75
33,Female,Master's,Product Manager,11,198000,96,83
25,Male,Bachelor's,Data Analyst,2,110000,95,94
30,Female,PhD,Data Scientist,7,185000,83,81
27,Male,Bachelor's,Software Engineer,4,140000,90,95
